RiskIssueKey,RiskIssueID,ProjectKey,RecordType,RiskTitle,RiskCategory,Probability,Impact,RiskScore,RiskSeverity,Owner,IdentifiedDateKey,DueDateKey,ClosedDateKey,IdentifiedDate,DueDate,ClosedDate,RiskStatus,MitigationStatus,IsCritical,IsOverdue
3907,RI-780-01,780,Risk,Customer test access is not yet confirmed — Resilient Workflow Integration,Dependency,1,2,2,Low,Product Owner,20251229,20260306,20260320,2025-12-29,2026-03-06,2026-03-20,Closed,Completed,0,0
3908,RI-780-02,780,Issue,Prototype result may require architecture rework,Technical,3,5,15,High,Quality Lead,20260523,20260811,,2026-05-23,2026-08-11,,Open,Not Started,0,0
3909,RI-780-03,780,Issue,Interface behavior remains unproven — Resilient Workflow Integration,Technical,4,4,16,High,Finance Partner,20251004,20251126,,2025-10-04,2025-11-26,,Monitoring,Completed,0,1
3910,RI-780-04,780,Risk,Field issue recurrence needs containment,Quality,3,1,3,Low,Data Lead,20250919,20260106,,2025-09-19,2026-01-06,,Mitigated,Completed,0,0
3911,RI-780-05,780,Issue,Late design decision may affect downstream work,Schedule,4,5,20,Critical,Project Manager,20251118,20260111,,2025-11-18,2026-01-11,,Mitigated,Completed,0,0
3912,RI-780-06,780,Risk,Security approval is on the critical path — Resilient Workflow Integration,Dependency,4,3,12,High,Product Owner,20260106,20260330,,2026-01-06,2026-03-30,,Mitigated,Completed,0,0
3913,RI-780-07,780,Risk,Performance margin may not meet the target — Resilient Workflow Integration,Technical,2,1,2,Low,Quality Lead,20251006,20251215,,2025-10-06,2025-12-15,,Monitoring,In Progress,0,1
3914,RI-781-01,781,Issue,Customer test access is not yet confirmed — Resilient Workflow Transformation,Dependency,4,3,12,High,Security Lead,20260220,20260428,20260415,2026-02-20,2026-04-28,2026-04-15,Closed,Completed,0,0
3915,RI-781-02,781,Issue,Competing portfolio priority constrains staffing,Resource,3,3,9,Medium,Supplier Manager,20260605,20260811,,2026-06-05,2026-08-11,,Open,Not Started,0,0
3916,RI-781-03,781,Risk,Critical skill coverage is below demand,Resource,3,3,9,Medium,Release Manager,20260410,20260801,,2026-04-10,2026-08-01,,Mitigated,Completed,0,0
3917,RI-781-04,781,Risk,Shared engineer availability may delay delivery — Resilient Workflow Transformation,Resource,4,1,4,Low,Technical Lead,20260712,20260811,20260801,2026-07-12,2026-08-11,2026-08-01,Closed,Completed,0,0
3918,RI-781-05,781,Risk,Committed spend limits recovery options,Cost,3,3,9,Medium,Systems Lead,20260611,20260811,,2026-06-11,2026-08-11,,Monitoring,In Progress,0,0
3919,RI-781-06,781,Issue,Environment parity is not yet demonstrated — Resilient Workflow Transformation,Technical,5,3,15,High,Security Lead,20260215,20260709,20260714,2026-02-15,2026-07-09,2026-07-14,Closed,Completed,0,0
3920,RI-781-07,781,Risk,Traceability coverage requires remediation — Resilient Workflow Transformation,Quality,5,4,20,Critical,Supplier Manager,20260126,20260412,20260308,2026-01-26,2026-04-12,2026-03-08,Closed,Completed,0,0
3921,RI-782-01,782,Risk,Integration sequence may compress validation,Schedule,4,4,16,High,Data Lead,20260116,20260507,20260204,2026-01-16,2026-05-07,2026-02-04,Closed,Completed,0,0
3922,RI-782-02,782,Risk,Competing portfolio priority constrains staffing — Resilient Workflow Enablement,Resource,3,1,3,Low,Project Manager,20260505,20260811,,2026-05-05,2026-08-11,,Open,Not Started,0,0
3923,RI-782-03,782,Risk,Cloud run cost is trending above the baseline,Cost,4,3,12,High,Product Owner,20260320,20260718,,2026-03-20,2026-07-18,,Mitigated,Completed,0,0
3924,RI-782-04,782,Risk,Field issue recurrence needs containment,Quality,2,3,6,Medium,Quality Lead,20260621,20260811,,2026-06-21,2026-08-11,,Monitoring,In Progress,0,0
3925,RI-783-01,783,Risk,Integration sequence may compress validation,Schedule,4,4,16,High,Technical Lead,20260213,20260615,,2026-02-13,2026-06-15,,Mitigated,Completed,0,0
3926,RI-783-02,783,Risk,Environment parity is not yet demonstrated,Technical,4,3,12,High,Systems Lead,20260721,20260811,,2026-07-21,2026-08-11,,Open,In Progress,0,0
3927,RI-783-03,783,Risk,Performance margin may not meet the target,Technical,4,2,8,Medium,Security Lead,20260629,20260811,,2026-06-29,2026-08-11,,Open,Not Started,0,0
3928,RI-784-01,784,Risk,Material quotation may exceed the estimate,Cost,5,5,25,Critical,Quality Lead,20260708,20260811,,2026-07-08,2026-08-11,,Mitigated,Completed,0,0
3929,RI-784-02,784,Risk,Prototype result may require architecture rework,Technical,3,3,9,Medium,Finance Partner,20260505,20260801,,2026-05-05,2026-08-01,,Mitigated,Completed,0,0
3930,RI-784-03,784,Risk,Pilot readiness depends on unresolved actions,Schedule,4,4,16,High,Data Lead,20260719,20260811,,2026-07-19,2026-08-11,,Monitoring,In Progress,0,0
3931,RI-784-04,784,Issue,External interface decision is blocking delivery,Dependency,3,3,9,Medium,Project Manager,20260307,20260727,20260420,2026-03-07,2026-07-27,2026-04-20,Closed,Completed,0,0
3932,RI-785-01,785,Issue,Specialist rate mix is above plan — Resilient Workflow Intelligence,Cost,3,3,9,Medium,Supplier Manager,20260721,20260811,,2026-07-21,2026-08-11,,Open,In Progress,0,0
3933,RI-785-02,785,Risk,Backfill timing creates a capacity gap,Resource,3,1,3,Low,Release Manager,20260805,20260811,,2026-08-05,2026-08-11,,Open,Not Started,0,0
3934,RI-785-03,785,Risk,Backfill timing creates a capacity gap — Resilient Workflow Intelligence,Resource,2,3,6,Medium,Technical Lead,20260706,20260811,,2026-07-06,2026-08-11,,Mitigated,Completed,0,0
3935,RI-785-04,785,Issue,Traceability coverage requires remediation,Quality,2,4,8,Medium,Systems Lead,20260628,20260811,,2026-06-28,2026-08-11,,Open,In Progress,0,0
3936,RI-786-01,786,Issue,External interface decision is blocking delivery — Resilient Quality Modernization,Dependency,2,4,8,Medium,Project Manager,20260531,20260811,,2026-05-31,2026-08-11,,Open,In Progress,0,0
3937,RI-786-02,786,Risk,Supplier lead time threatens the next gate — Resilient Quality Modernization,Schedule,3,4,12,High,Product Owner,20260316,20260801,,2026-03-16,2026-08-01,,Monitoring,Completed,0,1
3938,RI-786-03,786,Risk,Scope clarification may require a budget change,Cost,4,4,16,High,Quality Lead,20260214,20260317,20260409,2026-02-14,2026-03-17,2026-04-09,Closed,Completed,0,0
3939,RI-786-04,786,Risk,Integration sequence may compress validation — Resilient Quality Modernization,Schedule,4,3,12,High,Finance Partner,20260309,20260716,20260604,2026-03-09,2026-07-16,2026-06-04,Closed,Completed,0,0
3940,RI-787-01,787,Risk,Contractor transition may reduce throughput,Resource,2,3,6,Medium,Systems Lead,20260722,20260811,,2026-07-22,2026-08-11,,Open,Not Started,0,0
3941,RI-787-02,787,Risk,Interface behavior remains unproven,Technical,4,3,12,High,Security Lead,20260626,20260811,,2026-06-26,2026-08-11,,Open,Not Started,0,0
3942,RI-787-03,787,Issue,External interface decision is blocking delivery,Dependency,2,2,4,Low,Supplier Manager,20260324,20260610,,2026-03-24,2026-06-10,,Mitigated,Completed,0,0
3943,RI-788-01,788,Risk,Supplier lead time threatens the next gate,Schedule,5,2,10,Medium,Finance Partner,20260601,20260811,,2026-06-01,2026-08-11,,Open,In Progress,0,0
3944,RI-788-02,788,Risk,Review capacity is concentrated in one role — Resilient Quality Platform,Resource,2,4,8,Medium,Data Lead,20260508,20260811,,2026-05-08,2026-08-11,,Monitoring,Completed,0,0
3945,RI-788-03,788,Risk,Supplier lead time threatens the next gate — Resilient Quality Platform,Schedule,2,2,4,Low,Project Manager,20260515,20260702,20260606,2026-05-15,2026-07-02,2026-06-06,Closed,Completed,0,0
3946,RI-788-04,788,Risk,Environment parity is not yet demonstrated,Technical,3,2,6,Medium,Product Owner,20260507,20260723,,2026-05-07,2026-07-23,,Mitigated,Completed,0,0
3947,RI-789-01,789,Risk,Integration sequence may compress validation — Resilient Quality Optimization,Schedule,2,2,4,Low,Release Manager,20260410,20260727,,2026-04-10,2026-07-27,,Open,Not Started,0,1
3948,RI-789-02,789,Issue,Pilot readiness depends on unresolved actions — Resilient Quality Optimization,Schedule,2,4,8,Medium,Technical Lead,20260313,20260414,,2026-03-13,2026-04-14,,Mitigated,Completed,0,0
3949,RI-789-03,789,Issue,Environment parity is not yet demonstrated,Technical,1,2,2,Low,Systems Lead,20260516,20260707,,2026-05-16,2026-07-07,,Mitigated,Completed,0,0
3950,RI-789-04,789,Risk,Performance margin may not meet the target,Technical,3,1,3,Low,Security Lead,20260318,20260701,,2026-03-18,2026-07-01,,Mitigated,Completed,0,0
3951,RI-789-05,789,Risk,Technical debt may complicate integration — Resilient Quality Optimization,Technical,3,3,9,Medium,Supplier Manager,20260507,20260803,,2026-05-07,2026-08-03,,Mitigated,Completed,0,0
3952,RI-789-06,789,Issue,Prototype result may require architecture rework,Technical,2,5,10,Medium,Release Manager,20260423,20260713,,2026-04-23,2026-07-13,,Mitigated,Completed,0,0
3953,RI-790-01,790,Issue,Late design decision may affect downstream work — Resilient Quality Integration,Schedule,1,2,2,Low,Product Owner,20260713,20260811,,2026-07-13,2026-08-11,,Monitoring,In Progress,0,0
3954,RI-790-02,790,Risk,Legacy data quality could require redesign,Technical,2,3,6,Medium,Quality Lead,20260609,20260714,,2026-06-09,2026-07-14,,Mitigated,Completed,0,0
3955,RI-790-03,790,Risk,Critical skill coverage is below demand — Resilient Quality Integration,Resource,4,1,4,Low,Finance Partner,20260629,20260811,,2026-06-29,2026-08-11,,Open,In Progress,0,0
3956,RI-790-04,790,Issue,Defect closure rate may miss the exit criterion — Resilient Quality Integration,Quality,3,1,3,Low,Data Lead,20260726,20260811,,2026-07-26,2026-08-11,,Open,Not Started,0,0
3957,RI-790-05,790,Risk,Late design decision may affect downstream work,Schedule,3,3,9,Medium,Project Manager,20260730,20260811,,2026-07-30,2026-08-11,,Mitigated,Completed,0,0
3958,RI-790-06,790,Risk,Technical debt may complicate integration,Technical,3,4,12,High,Product Owner,20260708,20260811,,2026-07-08,2026-08-11,,Monitoring,In Progress,0,0
3959,RI-790-07,790,Risk,Legacy data quality could require redesign — Resilient Quality Integration,Technical,3,3,9,Medium,Quality Lead,20260727,20260811,,2026-07-27,2026-08-11,,Monitoring,In Progress,0,0
3960,RI-791-01,791,Issue,Security approval is on the critical path,Dependency,2,3,6,Medium,Security Lead,20260525,20260811,,2026-05-25,2026-08-11,,Mitigated,Completed,0,0
3961,RI-791-02,791,Risk,Test environment availability may move the baseline — Resilient Quality Transformation,Schedule,1,4,4,Low,Supplier Manager,20260713,20260811,,2026-07-13,2026-08-11,,Monitoring,In Progress,0,0
3962,RI-791-03,791,Risk,Performance margin may not meet the target,Technical,5,2,10,Medium,Release Manager,20260202,20260328,,2026-02-02,2026-03-28,,Open,Not Started,0,1
3963,RI-791-04,791,Issue,Shared engineer availability may delay delivery,Resource,1,4,4,Low,Technical Lead,20260430,20260804,20260625,2026-04-30,2026-08-04,2026-06-25,Closed,Completed,0,0
3964,RI-791-05,791,Risk,Verification evidence is incomplete,Quality,2,3,6,Medium,Systems Lead,20260708,20260811,,2026-07-08,2026-08-11,,Open,Not Started,0,0
3965,RI-791-06,791,Issue,Acceptance criteria remain partially ambiguous,Quality,3,1,3,Low,Security Lead,20251228,20260305,,2025-12-28,2026-03-05,,Mitigated,Completed,0,0
3966,RI-792-01,792,Risk,Field issue recurrence needs containment,Quality,3,3,9,Medium,Data Lead,20260509,20260811,,2026-05-09,2026-08-11,,Open,Not Started,0,0
3967,RI-792-02,792,Risk,Review capacity is concentrated in one role — Resilient Quality Enablement,Resource,4,5,20,Critical,Project Manager,20260722,20260811,,2026-07-22,2026-08-11,,Monitoring,In Progress,1,0
3968,RI-792-03,792,Risk,Regression scope may exceed the test window,Quality,5,5,25,Critical,Product Owner,20260726,20260811,,2026-07-26,2026-08-11,,Open,In Progress,1,0
3969,RI-792-04,792,Risk,Technical debt may complicate integration,Technical,2,4,8,Medium,Quality Lead,20260517,20260807,,2026-05-17,2026-08-07,,Mitigated,Completed,0,0
3970,RI-792-05,792,Risk,Contractor transition may reduce throughput — Resilient Quality Enablement,Resource,4,3,12,High,Finance Partner,20260623,20260811,20260719,2026-06-23,2026-08-11,2026-07-19,Closed,Completed,0,0
3971,RI-792-06,792,Issue,Specialist rate mix is above plan — Resilient Quality Enablement,Cost,1,5,5,Low,Data Lead,20260421,20260627,,2026-04-21,2026-06-27,,Monitoring,Completed,0,1
3972,RI-793-01,793,Risk,Cloud run cost is trending above the baseline,Cost,2,2,4,Low,Technical Lead,20260305,20260508,20260521,2026-03-05,2026-05-08,2026-05-21,Closed,Completed,0,0
3973,RI-793-02,793,Risk,Backfill timing creates a capacity gap,Resource,5,3,15,High,Systems Lead,20260429,20260811,20260715,2026-04-29,2026-08-11,2026-07-15,Closed,Completed,0,0
3974,RI-793-03,793,Issue,Security approval is on the critical path — Resilient Quality Acceleration,Dependency,3,3,9,Medium,Security Lead,20260319,20260428,20260523,2026-03-19,2026-04-28,2026-05-23,Closed,Completed,0,0
3975,RI-793-04,793,Risk,Cloud run cost is trending above the baseline — Resilient Quality Acceleration,Cost,4,1,4,Low,Supplier Manager,20251213,20260401,,2025-12-13,2026-04-01,,Monitoring,Completed,0,1
3976,RI-793-05,793,Risk,Rework could consume management reserve — Resilient Quality Acceleration,Cost,4,3,12,High,Release Manager,20260620,20260811,,2026-06-20,2026-08-11,,Open,In Progress,0,0
3977,RI-793-06,793,Issue,Scope clarification may require a budget change — Resilient Quality Acceleration,Cost,3,3,9,Medium,Technical Lead,20260531,20260811,20260612,2026-05-31,2026-08-11,2026-06-12,Closed,Completed,0,0
3978,RI-794-01,794,Risk,Acceptance criteria remain partially ambiguous,Quality,3,4,12,High,Quality Lead,20260312,20260627,20260707,2026-03-12,2026-06-27,2026-07-07,Closed,Completed,0,0
3979,RI-794-02,794,Issue,Specialist rate mix is above plan — Resilient Quality Orchestration,Cost,3,2,6,Medium,Finance Partner,20260526,20260714,,2026-05-26,2026-07-14,,Mitigated,Completed,0,0
3980,RI-794-03,794,Risk,Late design decision may affect downstream work — Resilient Quality Orchestration,Schedule,1,1,1,Low,Data Lead,20260324,20260516,,2026-03-24,2026-05-16,,Mitigated,Completed,0,0
3981,RI-794-04,794,Risk,Supplier lead time threatens the next gate — Resilient Quality Orchestration,Schedule,3,3,9,Medium,Project Manager,20260508,20260811,20260701,2026-05-08,2026-08-11,2026-07-01,Closed,Completed,0,0
3982,RI-794-05,794,Risk,Shared engineer availability may delay delivery,Resource,3,4,12,High,Product Owner,20260421,20260811,,2026-04-21,2026-08-11,,Open,Not Started,0,0
3983,RI-794-06,794,Risk,Late design decision may affect downstream work — Resilient Quality Orchestration,Schedule,3,5,15,High,Quality Lead,20260419,20260703,,2026-04-19,2026-07-03,,Mitigated,Completed,0,0
3984,RI-794-07,794,Risk,Customer test access is not yet confirmed,Dependency,2,5,10,Medium,Finance Partner,20260610,20260811,,2026-06-10,2026-08-11,,Open,In Progress,0,0
3985,RI-795-01,795,Risk,Shared engineer availability may delay delivery,Resource,3,3,9,Medium,Supplier Manager,20260609,20260811,,2026-06-09,2026-08-11,,Open,In Progress,0,0
3986,RI-795-02,795,Risk,Contractor transition may reduce throughput,Resource,2,4,8,Medium,Release Manager,20260506,20260811,,2026-05-06,2026-08-11,,Open,Not Started,0,0
3987,RI-795-03,795,Risk,Technical debt may complicate integration — Resilient Quality Intelligence,Technical,3,1,3,Low,Technical Lead,20260806,20260811,,2026-08-06,2026-08-11,,Open,In Progress,0,0
3988,RI-796-01,796,Risk,Upstream data contract remains unresolved,Dependency,3,2,6,Medium,Project Manager,20260215,20260423,,2026-02-15,2026-04-23,,Mitigated,Completed,0,0
3989,RI-796-02,796,Risk,Security approval is on the critical path,Dependency,4,2,8,Medium,Product Owner,20260323,20260627,,2026-03-23,2026-06-27,,Open,Not Started,0,1
3990,RI-796-03,796,Risk,Legacy data quality could require redesign — Resilient Engineering Modernization,Technical,2,3,6,Medium,Quality Lead,20260414,20260811,,2026-04-14,2026-08-11,,Monitoring,In Progress,0,0
3991,RI-796-04,796,Risk,Prototype result may require architecture rework,Technical,1,2,2,Low,Finance Partner,20260702,20260811,,2026-07-02,2026-08-11,,Monitoring,In Progress,0,0
3992,RI-796-05,796,Issue,Pilot readiness depends on unresolved actions — Resilient Engineering Modernization,Schedule,3,3,9,Medium,Data Lead,20260619,20260811,,2026-06-19,2026-08-11,,Open,Not Started,0,0
3993,RI-796-06,796,Risk,Competing portfolio priority constrains staffing,Resource,2,3,6,Medium,Project Manager,20260201,20260428,20260223,2026-02-01,2026-04-28,2026-02-23,Closed,Completed,0,0
3994,RI-796-07,796,Risk,Supplier lead time threatens the next gate,Schedule,4,3,12,High,Product Owner,20260221,20260409,20260313,2026-02-21,2026-04-09,2026-03-13,Closed,Completed,0,0
3995,RI-797-01,797,Risk,Vendor component readiness is uncertain — Resilient Engineering Analytics,Dependency,5,3,15,High,Systems Lead,20260326,20260706,,2026-03-26,2026-07-06,,Monitoring,In Progress,0,1
3996,RI-797-02,797,Risk,Verification evidence is incomplete,Quality,4,2,8,Medium,Security Lead,20260604,20260804,,2026-06-04,2026-08-04,,Mitigated,Completed,0,0
3997,RI-797-03,797,Risk,Shared engineer availability may delay delivery,Resource,2,4,8,Medium,Supplier Manager,20260319,20260622,,2026-03-19,2026-06-22,,Monitoring,In Progress,0,1
3998,RI-797-04,797,Risk,Integration sequence may compress validation,Schedule,1,1,1,Low,Release Manager,20260507,20260811,,2026-05-07,2026-08-11,,Open,Not Started,0,0
3999,RI-798-01,798,Risk,Release window has limited recovery float — Resilient Engineering Platform,Schedule,3,4,12,High,Finance Partner,20260406,20260607,,2026-04-06,2026-06-07,,Mitigated,Completed,0,0
